Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Vaneck vectors preferred securities ex financials etf,PFXF,"",2380.0,46000.0,7.69834e-06,0.0,4928,0.0,0.0,,No Data,Q3 2019,FINANCE,13F,09/30/2020,20.23,20.53
Direxion daily s&p 500 bear 3x shares-direxion daily s&p 500 bear 3x shares,SPXS,"",786.3,46000.0,7.69834e-06,0.0,4929,-227.8,-22.463268,reduction,No Data,Q3 2018,FINANCE,13F,09/30/2020,43.96,38.44
Fidelity msci information tech index etf,FTEC,"",511.0,46000.0,7.69834e-06,0.0,4930,311.0,155.5,addition,No Data,Q4 2015,FINANCE,13F,09/30/2020,74.651,103.28
Scorpio bulkers inc,SALT,"",3339.0,46000.0,7.69834e-06,0.0,4931,1519.0,83.461538,addition,0.0288970,Q4 2017,INDUSTRIALS,13F,09/30/2020,169.0371,17.72
New home co inc (the),NWHM,"",8962.0,46000.0,7.69834e-06,0.0,4932,8956.0,149266.666667,addition,0.0491555,Q4 2017,INDUSTRIALS,13F,09/30/2020,5.4392,5.38
Goldman sachs bdc inc,GSBD,"",3000.0,46000.0,7.69834e-06,0.0,4933,0.0,0.0,,0.0029547,Q1 2017,FINANCE,13F,09/30/2020,21.26,18.31
Pavmed inc,PAVM,"",26210.0,46000.0,7.69834e-06,0.0,4934,-6573.0,-20.050026,reduction,0.0397698,Q2 2020,HEALTH CARE,13F,09/30/2020,2.11,2.01
Emerald expositions events inc,EEX,"",23024.0,46000.0,7.69834e-06,0.0,4935,10915.0,90.139566,addition,0.0322281,Q2 2017,COMMUNICATIONS,13F,09/30/2020,7.7884,4.53
Proshares ultra bloomberg nat gas,BOIL,"",1370.0,46000.0,7.69834e-06,0.0,4936,992.0,262.433862,addition,N/A,Q2 2020, ,13F,09/30/2020,,
Quantumscape,QS,"",2700.0,46000.0,7.69834e-06,,4937,2700.0,,new,0.0013000,Q3 2020,FINANCE,13F,09/30/2020,16.75,53.99
Immersion corp,IMMR,"",6386.0,45000.0,7.53099e-06,0.0,4938,418.0,7.004021,addition,0.0237071,Q3 2016,INFORMATION TECHNOLOGY,13F,09/30/2020,10.0032,12.67
Ultrapar participacoes sa adr,UGP,"",12878.0,45000.0,7.53099e-06,0.0,4939,9532.0,284.877466,addition,0.0011836,Q1 2009,ENERGY,13F,09/30/2020,4.002,4.29
Compx international  inc. class a,CIX,"",3099.0,45000.0,7.53099e-06,0.0,4940,163.0,5.551771,addition,0.0248893,Q4 2016,INDUSTRIALS,13F,09/30/2020,14.8174,14.2
Amarin corp. adr,AMRN,PUT,11200.0,45000.0,7.53099e-06,,4941,11200.0,,new,N/A,Q3 2018,HEALTH CARE,13F,09/30/2020,,6.07
Direxion daily financial bear 3x shares-direxion daily financial bear 3x shares,FAZ,"",2876.0,45000.0,7.53099e-06,0.0,4942,-4478.0,-60.892032,reduction,No Data,Q4 2018,FINANCE,13F,09/30/2020,27.19,6.19
Altisource portfolio solutions s.a.,ASPS,"",3477.0,45000.0,7.53099e-06,0.0,4943,-13224.0,-79.180887,reduction,0.0222177,Q4 2015,REAL ESTATE,13F,09/30/2020,15.31,12.22
Apollo tactical income fund inc,AIF,"",3500.0,45000.0,7.53099e-06,0.0,4944,200.0,6.060606,addition,No Data,Q4 2015,FINANCE,13F,09/30/2020,14.3977,14.37
Applied genetic technologies corp,AGTC,"",9071.0,45000.0,7.53099e-06,0.0,4945,1219.0,15.524707,addition,0.0350372,Q2 2017,HEALTH CARE,13F,09/30/2020,5.4486,4.53
Ishares factorselect msci emerging etf,EMGF,"",1035.0,45000.0,7.53099e-06,0.0,4946,0.0,0.0,,No Data,Q4 2018,FINANCE,13F,09/30/2020,38.73,50.81
Wisdomtree cboe s&p 500 putwrite strategy fund,PUTW,"",1697.0,45000.0,7.53099e-06,0.0,4947,0.0,0.0,,No Data,Q1 2020,FINANCE,13F,09/30/2020,23.18,28.78
Livexlive media inc,LIVX,"",17156.0,45000.0,7.53099e-06,0.0,4948,-766.0,-4.274077,reduction,0.0228446,Q2 2018,COMMUNICATIONS,13F,09/30/2020,3.26,3.71
Unity biotechnology inc,UBX,"",12991.0,45000.0,7.53099e-06,0.0001,4949,-71711.0,-84.6627,reduction,0.0245515,Q2 2018,HEALTH CARE,13F,09/30/2020,9.14,6.92
Ready capital corporation,RCA,"",1900.0,45000.0,7.53099e-06,0.0,4950,0.0,0.0,,N/A,Q2 2020, ,13F,09/30/2020,,
Poseida therapeutics  inc.,PSTX,"",5006.0,45000.0,7.53099e-06,,4951,5006.0,,new,N/A,Q3 2020,HEALTH CARE,13F,09/30/2020,8.87,8.68
China yuchai international ltd.,CYD,"",2481.0,44000.0,7.36363e-06,,4952,2481.0,,new,0.0060722,Q3 2020,INDUSTRIALS,13F,09/30/2020,18.0,18.07
Adams resources & energy inc,AE,"",2229.0,44000.0,7.36363e-06,0.0,4953,220.0,10.950722,addition,0.0525425,Q2 2014,ENERGY,13F,09/30/2020,30.5894,24.49
Pam transportation services inc,PTSI,"",1136.0,44000.0,7.36363e-06,0.0,4954,-339.0,-22.983051,reduction,0.0198099,Q4 2016,TRANSPORTS,13F,09/30/2020,31.64,57.02
Milestone scientific inc,MLSS,"",29923.0,44000.0,7.36363e-06,0.0,4955,977.0,3.37525,addition,0.0469797,Q2 2020,HEALTH CARE,13F,09/30/2020,1.9317,2.76
Mastech holdings inc,MHH,"",2317.0,44000.0,7.36363e-06,0.0,4956,-4302.0,-64.994712,reduction,0.0203607,Q2 2020,INFORMATION TECHNOLOGY,13F,09/30/2020,25.93,17.08
Biosig technologies inc,BSGM,"",8984.0,44000.0,7.36363e-06,0.0,4957,1844.0,25.826331,addition,N/A,Q1 2019, ,13F,09/30/2020,,
Kaleido biosciences inc,KLDO,"",4336.0,44000.0,7.36363e-06,0.0,4958,985.0,29.394211,addition,0.0120504,Q1 2019,HEALTH CARE,13F,09/30/2020,8.6201,13.39
Union acquisition ii equity warrants exp 1 apr 2025,LATNW,PRN,62800.0,44000.0,7.36363e-06,,4959,62800.0,,new,N/A,Q3 2020, ,13F,09/30/2020,,
Enzo biochem inc.,ENZ,"",20988.0,43000.0,7.19628e-06,0.0,4960,6047.0,40.472525,addition,0.0438208,Q1 2017,HEALTH CARE,13F,09/30/2020,2.8148,3.04
Genco shipping & trading ltd,GNK,"",6378.0,43000.0,7.19628e-06,0.0,4961,623.0,10.825369,addition,0.0152577,Q2 2017,TRANSPORTS,13F,09/30/2020,7.1617,8.21
Proshares ultra technology etf,ROM,"",760.0,43000.0,7.19628e-06,0.0,4962,-80.0,-9.52381,reduction,No Data,Q4 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,7.1,69.64
Biglari holdings  inc.,BH,"",479.0,43000.0,7.19628e-06,0.0,4963,40.0,9.111617,addition,0.0231553,Q3 2016,CONSUMER DISCRETIONARY,13F,09/30/2020,181.7774,109.47
Global x copper miners etf-global x copper miners etf,COPX,"",2095.0,43000.0,7.19628e-06,0.0,4964,-9860.0,-82.475951,reduction,No Data,Q1 2019,FINANCE,13F,09/30/2020,17.06,32.02
Xoma corporation,XOMA,"",2268.0,42000.0,7.02892e-06,0.0,4965,-589.0,-20.616031,reduction,0.0205768,Q3 2017,HEALTH CARE,13F,09/30/2020,20.0,39.93
Vaneck vectors high-yield municipal inde,HYD,"",710.0,42000.0,7.02892e-06,0.0,4966,410.0,136.666667,addition,No Data,Q4 2015,FINANCE,13F,09/30/2020,56.6141,62.17
Db x-trackers harvest csi 300 china a-shares fund,ASHR,"",1208.0,42000.0,7.02892e-06,0.0013,4967,-229147.0,-99.475592,reduction,No Data,Q2 2016,FINANCE,13F,09/30/2020,29.71,42.14
Aytu bioscience inc,AYTU,"",3497.6,42000.0,7.02892e-06,0.0,4968,1394.4,66.298973,addition,0.2028027,Q2 2020,CONSUMER DISCRETIONARY,13F,09/30/2020,13.2831,7.44
Myovant sciences ltd,MYOV,"",2695.0,42000.0,7.02892e-06,0.0,4969,-393.0,-12.726684,reduction,0.0029748,Q4 2016,HEALTH CARE,13F,09/30/2020,8.84,20.54
Gfl environmental inc. subordinate voting shares,GFL,"",2015.0,42000.0,7.02892e-06,,4970,2015.0,,new,0.0006411,Q1 2020,INDUSTRIALS,13F,09/30/2020,21.26,30.0
Macys inc,M,PUT,7300.0,41000.0,6.86157e-06,0.0016,4971,-1225800.0,-99.407996,reduction,N/A,Q3 2016,CONSUMER DISCRETIONARY,13F,09/30/2020,,13.01
Spdr msci acwi ex-us etf,CWI,"",1728.0,41000.0,6.86157e-06,0.0,4972,-3180.0,-64.792176,reduction,No Data,Q2 2018,FINANCE,13F,09/30/2020,19.71,28.62
Ishares core moderate allocation etf,AOM,"",1000.0,41000.0,6.86157e-06,0.0,4973,-10.0,-0.990099,reduction,No Data,Q2 2016,FINANCE,13F,09/30/2020,38.33,43.37
Enochian biosciences inc,ENOB,"",11119.0,41000.0,6.86157e-06,0.0,4974,-1488.0,-11.802967,reduction,0.0238416,Q1 2019,HEALTH CARE,13F,09/30/2020,4.85,3.09
Biglari holdings inc class a,BH.A,"",83.0,41000.0,6.86157e-06,0.0,4975,17.0,25.757576,addition,0.0401230,Q2 2020,CONSUMER DISCRETIONARY,13F,09/30/2020,366.2958,543.23
Niu technologies,NIU,"",2183.0,41000.0,6.86157e-06,,4976,2183.0,,new,0.0033520,Q4 2019,CONSUMER DISCRETIONARY,13F,09/30/2020,19.2,37.99
Fulcrum therapeutics inc,FULC,"",5335.0,41000.0,6.86157e-06,0.0,4977,585.0,12.315789,addition,0.0194264,Q3 2019,HEALTH CARE,13F,09/30/2020,12.0434,11.0
Prospect capital corp,PSEC,"",8000.0,40000.0,6.69421e-06,0.0,4978,0.0,0.0,,No Data,Q2 2015,FINANCE,13F,09/30/2020,6.54,6.01
Eaton vance tax-managed diversified equity income fund,ETY,"",3735.0,40000.0,6.69421e-06,,4979,3735.0,,new,No Data,Q3 2020,FINANCE,13F,09/30/2020,10.89,12.44
Bionano genomics inc,BNGO,"",67300.0,40000.0,6.69421e-06,,4980,67300.0,,new,N/A,Q3 2020, ,13F,09/30/2020,,
Bogota financial corp,BSBK,"",5165.0,40000.0,6.69421e-06,0.0,4981,-150.0,-2.822201,reduction,0.0392551,Q2 2020,FINANCE,13F,09/30/2020,8.74,8.91
Onewater marine inc.,ONEW,"",1932.0,40000.0,6.69421e-06,0.0,4982,-3379.0,-63.62267,reduction,0.0179235,Q1 2020,CONSUMER DISCRETIONARY,13F,09/30/2020,7.65,33.55
Revlon inc.  class a,REV,"",5950.0,39000.0,6.52686e-06,0.0,4983,-134.0,-2.202498,reduction,0.0111563,Q2 2011,CONSUMER STAPLES,13F,09/30/2020,12.98,10.42
Ishares morningstar mid-cap value etf,JKI,"",300.0,39000.0,6.52686e-06,,4984,300.0,,new,No Data,Q3 2020,FINANCE,13F,09/30/2020,131.01,164.78
Immunic inc,IMUX,"",2076.0,39000.0,6.52686e-06,0.0,4985,-859.0,-29.267462,reduction,0.0100201,Q4 2015,HEALTH CARE,13F,09/30/2020,12.12,17.89
Ishares ultra short-term bond etf-ishares ultra short-term bond etf,ICSH,"",775.0,39000.0,6.52686e-06,0.0,4986,448.0,137.003058,addition,No Data,Q1 2020,FINANCE,13F,09/30/2020,50.3084,50.52
Teucrium corn fund etv,CORN,"",3050.0,39000.0,6.52686e-06,0.0,4987,-494.0,-13.939052,reduction,No Data,Q2 2016,FINANCE,13F,09/30/2020,14.32,16.9
Scpharmaceuticals inc,SCPH,"",5092.0,39000.0,6.52686e-06,0.0,4988,3284.0,181.637168,addition,0.0186377,Q1 2018,HEALTH CARE,13F,09/30/2020,6.921,6.09
Centrus energy corp,LEU,"",4380.0,38000.0,6.3595e-06,0.0,4989,-17956.0,-80.390401,reduction,0.0386902,Q4 2019,ENERGY,13F,09/30/2020,,24.84
Pfsweb inc.,PFSW,"",5932.0,38000.0,6.3595e-06,0.0,4990,1230.0,26.159081,addition,0.0292965,Q2 2018,COMMUNICATIONS,13F,09/30/2020,6.6821,8.2
James hardie industries plc adr,JHX,"",1636.0,38000.0,6.3595e-06,0.0,4991,276.0,20.294118,addition,0.0003683,Q1 2015,MATERIALS,13F,09/30/2020,15.1978,28.37
Westpac banking corp. ltd. adr,WBK,"",3128.0,38000.0,6.3595e-06,0.0,4992,211.0,7.233459,addition,0.0000853,Q4 2011,FINANCE,13F,09/30/2020,12.6741,16.35
Invesco s&p international developed low volatility etf-invesco s&p international developed low volatility etf,IDLV,"",1333.0,38000.0,6.3595e-06,0.0,4993,-375.0,-21.955504,reduction,No Data,Q4 2017,FINANCE,13F,09/30/2020,29.97,30.32
Pieris pharmaceuticals inc,PIRS,"",18495.0,38000.0,6.3595e-06,0.0,4994,1712.0,10.200798,addition,0.0330441,Q3 2016,HEALTH CARE,13F,09/30/2020,3.9938,2.66
Cidara therapeutics inc,CDTX,"",13132.0,38000.0,6.3595e-06,0.0,4995,1897.0,16.884735,addition,0.0298877,Q2 2020,HEALTH CARE,13F,09/30/2020,3.5687,2.35
Fidelity nasdaq composite index tracking stock,ONEQ,"",86.0,37000.0,6.19215e-06,0.0,4996,0.0,0.0,,No Data,Q1 2019,FINANCE,13F,09/30/2020,302.39,504.8
Natural health trends corp,NHTC,"",6527.0,37000.0,6.19215e-06,0.0,4997,-1675.0,-20.421848,reduction,0.0571414,Q4 2017,HEALTH CARE,13F,09/30/2020,8.0,5.31
Invesco zacks mid-cap etf,CZA,"",569.0,37000.0,6.19215e-06,0.0,4998,-2521.0,-81.585761,reduction,No Data,Q4 2016,FINANCE,13F,09/30/2020,60.98,78.18
Fidus investment corp,FDUS,"",3800.0,37000.0,6.19215e-06,0.0,4999,-3954.0,-50.993036,reduction,0.0155499,Q1 2018,FINANCE,13F,09/30/2020,14.29,13.71
Tyme technologies inc,TYME,"",39474.0,37000.0,6.19215e-06,0.0,5000,17384.0,78.696243,addition,0.0303244,Q2 2018,HEALTH CARE,13F,09/30/2020,2.0265,2.05
Verrica pharmaceuticals inc,VRCA,"",4637.0,37000.0,6.19215e-06,0.0,5001,-885.0,-16.026802,reduction,0.0179273,Q3 2018,HEALTH CARE,13F,09/30/2020,10.66,10.89
Aim immunotech ord shs,AIM,"",17369.0,37000.0,6.19215e-06,0.0,5002,17367.0,868350.0,addition,N/A,Q1 2020, ,13F,09/30/2020,,
Eni s.p.a.,E,"",2307.0,36000.0,6.02479e-06,0.0,5003,-409.0,-15.05891,reduction,0.0001302,Q3 2002,ENERGY,13F,09/30/2020,21.83,21.27
Brown-forman corp. class a,BF.A,"",524.0,36000.0,6.02479e-06,0.0001,5004,-12038.0,-95.82869,reduction,0.0003099,Q4 2015,CONSUMER STAPLES,13F,09/30/2020,58.49,69.57
Hc2 holdings inc,HCHC,"",14125.0,36000.0,6.02479e-06,0.0,5005,-601.0,-4.081217,reduction,0.0184432,Q2 2016,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,3.23,3.48
Calyxt inc,CLXT,"",6257.0,36000.0,6.02479e-06,0.0,5006,-2025.0,-24.450616,reduction,0.0168811,Q4 2017,HEALTH CARE,13F,09/30/2020,6.86,6.065
Zealand pharma a/s adr,ZEAL,"",958.0,36000.0,6.02479e-06,0.0,5007,730.0,320.175439,addition,0.0024109,Q2 2020,HEALTH CARE,13F,09/30/2020,37.5984,37.61
Evelo biosciences inc,EVLO,"",7469.0,36000.0,6.02479e-06,0.0,5008,2740.0,57.940368,addition,0.0161704,Q2 2018,HEALTH CARE,13F,09/30/2020,8.7587,14.43
Ishares msci united kingdom etf,EWU,"",1367.0,35000.0,5.85744e-06,0.0,5009,-7309.0,-84.243891,reduction,No Data,Q3 2009,FINANCE,13F,09/30/2020,32.66,30.55
Weyco group inc. (weyenberg shoe co.),WEYS,"",2247.0,35000.0,5.85744e-06,0.0,5010,204.0,9.985316,addition,0.0228807,Q4 2017,INDUSTRIALS,13F,09/30/2020,27.3351,17.62
Invesco dynamic biotech & genome etf,PBE,"",612.0,35000.0,5.85744e-06,0.0,5011,0.0,0.0,,No Data,Q3 2019,HEALTH CARE,13F,09/30/2020,46.49,76.14
Proshares ultra s&p500 fund,SSO,"",487.0,35000.0,5.85744e-06,0.0,5012,-875.0,-64.243759,reduction,No Data,Q2 2019,FINANCE,13F,09/30/2020,31.27,92.11
Chembio diagnostics inc,CEMI,"",7364.0,35000.0,5.85744e-06,0.0,5013,810.0,12.358865,addition,0.0364986,Q2 2020,HEALTH CARE,13F,09/30/2020,3.4271,5.91
Neovasc inc,NVCN,"",16434.0,35000.0,5.85744e-06,0.0,5014,5700.0,53.102292,addition,0.0725655,Q2 2019,HEALTH CARE,13F,09/30/2020,15.3011,1.2
Titan medical inc,TMDI,"",47000.0,35000.0,5.85744e-06,0.0,5015,29600.0,170.114943,addition,0.0571882,Q4 2019,HEALTH CARE,13F,09/30/2020,0.6449,1.83
Matinas biopharma holdings inc,MTNB,"",45000.0,35000.0,5.85744e-06,0.0,5016,0.0,0.0,,0.0225404,Q2 2017,HEALTH CARE,13F,09/30/2020,1.56,1.64
Civeo corp,CVEO,"",4423.4,35000.0,5.85744e-06,,5017,4423.4,,new,0.3735587,Q4 2015,CONSUMER DISCRETIONARY,13F,09/30/2020,8.1,17.3
Sea ltd adr,SE,PRN,5000.0,35000.0,5.85744e-06,,5018,5000.0,,new,N/A,Q3 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,,226.05
Fathom holdings inc.,FTHM,"",2298.0,35000.0,5.85744e-06,,5019,2298.0,,new,0.0166410,Q3 2020,REAL ESTATE,13F,09/30/2020,15.74,36.68
Nomura holdings inc. ads adr,NMR,"",7242.0,34000.0,5.69008e-06,0.0,5020,3132.0,76.20438,addition,0.0002240,Q4 2006,FINANCE,13F,09/30/2020,4.0749,5.71
Retractable technologies inc.,RVP,"",4948.0,34000.0,5.69008e-06,0.0,5021,-4935.0,-49.93423,reduction,0.0146319,Q2 2020,HEALTH CARE,13F,09/30/2020,7.02,12.51
Primeenergy resources corp,PNRG,"",494.0,34000.0,5.69008e-06,0.0,5022,-3.0,-0.603622,reduction,0.0247721,Q1 2019,ENERGY,13F,09/30/2020,135.29,39.07
Aeterna zentaris inc,AEZS,"",93950.0,34000.0,5.69008e-06,0.0,5023,2150.0,2.342048,addition,0.1498916,Q2 2017,HEALTH CARE,13F,09/30/2020,1.8841,0.64
Sharps compliance corp,SMED,"",5322.0,34000.0,5.69008e-06,0.0,5024,520.0,10.828821,addition,0.0322818,Q2 2020,HEALTH CARE,13F,09/30/2020,6.9557,11.11
Msci europe financials sector index fund,EUFN,"",2503.0,34000.0,5.69008e-06,0.0,5025,-27.0,-1.067194,reduction,No Data,Q2 2016,FINANCE,13F,09/30/2020,19.59,17.85
Invesco kbw high dividend yield finc etf,KBWD,"",2509.0,34000.0,5.69008e-06,0.0,5026,0.0,0.0,,No Data,Q1 2020,FINANCE,13F,09/30/2020,10.83,17.3
Heat biologics inc,HTBX,"",3986.91,34000.0,5.69008e-06,,5027,3986.91,,new,0.1221933,Q3 2020,HEALTH CARE,13F,09/30/2020,8.68,6.34
Schwab fundamental emerging markets large company index etf,FNDE,"",1437.0,34000.0,5.69008e-06,0.0,5028,0.0,0.0,,No Data,Q2 2018,FINANCE,13F,09/30/2020,28.45,29.76
Essa pharma inc,EPIX,"",4927.0,34000.0,5.69008e-06,,5029,4927.0,,new,0.0164077,Q3 2020,HEALTH CARE,13F,09/30/2020,6.9,16.01
Soliton inc,SOLY,"",4718.0,34000.0,5.69008e-06,0.0,5030,75.0,1.615335,addition,0.0222653,Q2 2019,HEALTH CARE,13F,09/30/2020,10.5825,9.7
Neogenomics inc note 1.250% 5/0,DEBT-NEOG,PRN,28000.0,34000.0,5.69008e-06,,5031,28000.0,,new,N/A,Q3 2020, ,13F,09/30/2020,,
Transcontinental realty investors  inc.,TCI,"",1330.0,33000.0,5.52272e-06,0.0,5032,62.0,4.88959,addition,0.0152562,Q2 2017,REAL ESTATE,13F,09/30/2020,32.4713,22.25
Ocwen financial corp,OCN,"",1546.0,33000.0,5.52272e-06,0.0,5033,1519.65,5767.172676,addition,0.0178029,Q4 2017,FINANCE,13F,09/30/2020,133.1687,26.28
Tonix pharmaceuticals holding corp,TNXP,"",36500.0,33000.0,5.52272e-06,,5034,36500.0,,new,0.0190453,Q3 2020,HEALTH CARE,13F,09/30/2020,0.84,0.91
Ishares core total usd bond market etf-ishares core total usd bond market etf,IUSB,"",613.0,33000.0,5.52272e-06,0.0,5035,589.0,2454.166667,addition,No Data,Q2 2020,FINANCE,13F,09/30/2020,54.378,54.25
Opera ltd,OPRA,"",3356.0,33000.0,5.52272e-06,,5036,3356.0,,new,0.0029165,Q3 2020,COMMUNICATIONS,13F,09/30/2020,9.78,9.36
Trine acquisition corp,DM,"",3000.0,33000.0,5.52272e-06,,5037,3000.0,,new,0.0013233,Q3 2020,FINANCE,13F,09/30/2020,10.8,23.75
Nesco holdings ord shs class a,NSCO,"",8131.0,33000.0,5.52272e-06,0.0,5038,3672.0,82.350303,addition,N/A,Q2 2020, ,13F,09/30/2020,,
Pandion therapeutics inc.,PAND,"",2787.0,33000.0,5.52272e-06,,5039,2787.0,,new,0.0094411,Q3 2020,HEALTH CARE,13F,09/30/2020,11.46,19.09
Mizuho financial group inc. adr,MFG,"",12368.0,32000.0,5.35537e-06,0.0,5040,2394.0,24.002406,addition,0.0000976,Q2 2011,FINANCE,13F,09/30/2020,2.6226,2.77
Coca-cola femsa  s.a.b. de c.v. adr,KOF,"",809.0,32000.0,5.35537e-06,0.0,5041,-4135.0,-83.636731,reduction,0.0003851,Q1 2015,CONSUMER STAPLES,13F,09/30/2020,41.91,46.99
Trevena inc,TRVN,"",10900.0,32000.0,5.35537e-06,,5042,10900.0,,new,0.0069413,Q1 2020,HEALTH CARE,13F,09/30/2020,2.99,2.12
Liminal biosciences ord shs,LMNL,"",3091.0,32000.0,5.35537e-06,,5043,3091.0,,new,N/A,Q4 2019, ,13F,09/30/2020,,
Patrick industries  inc.,PATK,PRN,32000.0,31000.0,5.18801e-06,0.0,5044,0.0,0.0,,N/A,Q2 2019,INDUSTRIALS,13F,09/30/2020,,69.85
Gtt communications inc,GTT,PUT,6100.0,31000.0,5.18801e-06,0.0,5045,-5300.0,-46.491228,reduction,N/A,Q3 2018,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,,3.41
Evolus inc,EOLS,"",8153.0,31000.0,5.18801e-06,0.0,5046,778.0,10.549153,addition,0.0241576,Q1 2018,HEALTH CARE,13F,09/30/2020,11.7255,5.83
Select interior concepts inc,SIC,"",4606.0,31000.0,5.18801e-06,0.0,5047,-1127.0,-19.65812,reduction,0.0181567,Q1 2019,INDUSTRIALS,13F,09/30/2020,12.08,7.7
Siebert financial corp.,SIEB,"",8993.0,30000.0,5.02066e-06,0.0,5048,398.0,4.630599,addition,0.0290531,Q2 2018,FINANCE,13F,09/30/2020,8.2954,3.93
Capricor therapeutics inc,CAPR,"",5607.0,30000.0,5.02066e-06,0.0,5049,5600.0,80000.0,addition,0.0274214,Q2 2020,REAL ESTATE,13F,09/30/2020,5.2492,4.99
Invesco s&p midcap 400 revenue etf,RWK,"",552.0,30000.0,5.02066e-06,0.0,5050,0.0,0.0,,No Data,Q3 2015,FINANCE,13F,09/30/2020,57.49,75.11
Noah holdings ltd adr,NOAH,"",1130.0,30000.0,5.02066e-06,0.0,5051,80.0,7.619048,addition,0.0018334,Q3 2016,FINANCE,13F,09/30/2020,35.585,48.8
Vaneck vectors jp morgan em local curren,EMLC,"",967.0,30000.0,5.02066e-06,0.0,5052,-392.0,-28.844739,reduction,No Data,Q4 2015,FINANCE,13F,09/30/2020,72.09,32.81
Sachem capital,SACH,"",7513.0,30000.0,5.02066e-06,0.0,5053,-5000.0,-39.958443,reduction,0.0339574,Q2 2019,REAL ESTATE,13F,09/30/2020,4.05,4.21
Wrap technologies inc,WRAP,"",4266.0,30000.0,5.02066e-06,0.0,5054,-5724.0,-57.297297,reduction,0.0114643,Q2 2019,CONSUMER DISCRETIONARY,13F,09/30/2020,5.82,5.18
Seachange international inc,SEAC,"",32765.0,29000.0,4.8533e-06,0.0,5055,5087.0,18.379218,addition,0.0872429,Q2 2020,INFORMATION TECHNOLOGY,13F,09/30/2020,1.4106,1.6
Proshares ultrapro short russell2000 fund,SRTY,"",3390.0,29000.0,4.8533e-06,0.0,5056,-3460.0,-50.510949,reduction,No Data,Q1 2019,FINANCE,13F,09/30/2020,11.69,2.73
Bellerophon therapeutics inc,BLPH,"",2961.0,29000.0,4.8533e-06,0.0,5057,67.0,2.315135,addition,0.0311757,Q2 2020,HEALTH CARE,13F,09/30/2020,12.4964,7.56
Spdr s&p 500 high dividend etf,SPYD,"",1064.0,29000.0,4.8533e-06,0.0,5058,300.0,39.267016,addition,No Data,Q4 2019,FINANCE,13F,09/30/2020,28.0965,34.78
Zomedica pharmaceuticals corp,ZOM,"",285800.0,29000.0,4.8533e-06,,5059,285800.0,,new,0.0506691,Q3 2020,HEALTH CARE,13F,09/30/2020,0.11,0.975
Orix corp ads,IX,"",434.0,28000.0,4.68595e-06,0.0,5060,59.0,15.733333,addition,0.0001764,Q4 2009,FINANCE,13F,09/30/2020,67.8839,86.46
Proshares short qqq etf,PSQ,"",1672.0,28000.0,4.68595e-06,0.0,5061,-122.0,-6.800446,reduction,No Data,Q3 2018,FINANCE,13F,09/30/2020,26.55,14.46
Research frontiers inc.,REFR,"",9891.0,28000.0,4.68595e-06,0.0,5062,967.0,10.835948,addition,0.0313246,Q2 2020,INFORMATION TECHNOLOGY,13F,09/30/2020,3.927,3.94
Ishares msci japan small cap etf,SCJ,"",379.0,28000.0,4.68595e-06,,5063,379.0,,new,No Data,Q3 2020,FINANCE,13F,09/30/2020,73.4,78.94
Magnachip semiconductor corp,MX,"",2000.0,28000.0,4.68595e-06,0.0001,5064,-44998.0,-95.7445,reduction,N/A,Q2 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,11.05,18.18
Mcewen mining inc,MUX,"",26083.0,28000.0,4.68595e-06,0.0,5065,25991.0,28251.086957,addition,0.0062631,Q1 2020,MATERIALS,13F,09/30/2020,1.0593,0.957
Triplepoint venture growth bdc corp,TPVG,"",2500.0,28000.0,4.68595e-06,0.0,5066,-8240.0,-76.722533,reduction,0.0081096,Q1 2016,FINANCE,13F,09/30/2020,12.83,13.5
Jpmorgan diversified return us mid cap equity etf,JPME,"",444.0,28000.0,4.68595e-06,0.0,5067,0.0,0.0,,No Data,Q2 2016,FINANCE,13F,09/30/2020,50.99,77.723
Qudian inc adr,QD,"",22877.0,28000.0,4.68595e-06,0.0,5068,3321.0,16.982,addition,0.0090163,Q3 2019,FINANCE,13F,09/30/2020,1.6332,1.81
Ishares msci bric index fund,BKF,"",600.0,27000.0,4.51859e-06,,5069,600.0,,new,No Data,Q3 2020,FINANCE,13F,09/30/2020,46.48,54.64
Wisdomtree us midcap etf,EZM,"",792.0,27000.0,4.51859e-06,0.0,5070,-5912.0,-88.186158,reduction,No Data,Q1 2012,FINANCE,13F,09/30/2020,38.32,45.83
Mistras group inc,MG,"",6757.0,27000.0,4.51859e-06,0.0,5071,-21780.0,-76.321968,reduction,0.0231463,Q4 2017,INDUSTRIALS,13F,09/30/2020,7.88,8.29
Brookfield property partners l.p.,BPY,"",2302.0,27000.0,4.51859e-06,0.0,5072,-6181.0,-72.863374,reduction,0.0004913,Q1 2014,REAL ESTATE,13F,09/30/2020,20.63,17.25
Empire state realty op l.p.,ESBA,"",4464.0,27000.0,4.51859e-06,0.0,5073,-2105.0,-32.044451,reduction,0.0186296,Q1 2020,REAL ESTATE,13F,09/30/2020,8.91,9.34
